	titleId	directors	writers
5996048	tt4956932	nm3848957	nm5539966,nm2584203
5996293	tt4957484	nm0002339	nm0001396,nm0000217,nm5832507,nm1010540,nm2276729,nm0227111,nm0135406
5996488	tt4957912		
5996519	tt4957990	nm2210423	nm2210423
5996783	tt4958594	nm2480339	
5997119	tt4959422	nm1234893	nm1238801,nm1844375,nm0941370,nm2036698,nm1790746,nm6270388
5997268	tt4959742	nm0885249	nm3697342,nm0005082
5997481	tt4960242	nm1249411	nm5722963,nm1249411
5997705	tt4960824	nm2598253	nm2598253
5998225	tt4961950		
5998834	tt4963304	nm1635730	nm1636749,nm0866238
5999111	tt4963904	nm3731863	
5999120	tt4963924	nm5768155	nm5768155
5999145	tt4963974		
5999515	tt4964772	nm0688636	nm0649165,nm0688636
5999926	tt4965650	nm0869857	nm0869857
5999950	tt4965702	nm0011876	nm0178381,nm0505622,nm0467193,nm1412937
6000474	tt4966852	nm1071795	nm6219275,nm6219276,nm2173609,nm2901240,nm9438608,nm4189030,nm5948268
6000546	tt4967006	nm3874688,nm2646291,nm1167962,nm9115997	nm0881544,nm6203860
6000656	tt4967244	nm6167620	
6000658	tt4967248	nm0419263	
6000821	tt4967632	nm5438821,nm3588639	nm5899749,nm5438821
6001375	tt4968938	nm2866226	nm1640789,nm1256259,nm5533431,nm7074745
6001378	tt4968946	nm2866226	nm1640789,nm1256259,nm6378809
6001668	tt4969644	nm1356091	nm2854053,nm4185463
6001717	tt4969748	nm6614506	nm3961753
6002327	tt4971054	nm3459119	nm3459119
6002723	tt4971940	nm0783418	nm0785351,nm0783418,nm0640691
6003131	tt4972836		
6003410	tt4973502	nm3583561	nm3583561
6003466	tt4973664	nm0247184	nm3226773,nm0010984,nm1131770
6003467	tt4973666	nm0052154	nm1470998,nm0010984,nm1131770
6003471	tt4973674	nm0058018	nm0483299,nm0010984,nm1131770,nm3556861
6004106	tt4975058		
6004226	tt4975322	nm7549619,nm7549621	nm7549619,nm7549621
6004489	tt4975920	nm0000352	nm0000352,nm6150131
6005302	tt4977734	nm3522971	nm6318077
6005619	tt4978462	nm0537410,nm0932302	nm0537410,nm0932302
6005861	tt4979002	nm5715866	nm2398585,nm1739338
6006169	tt4979652	nm1017500	nm4461680,nm4765142,nm1017500
6006261	tt4979880	nm0424100	nm7038972,nm0424100
6006913	tt4981390	nm0957197	nm0455207,nm0455080,nm1173204,nm3933675
6006934	tt4981442	nm7553979	nm7553979
6007738	tt4983218	nm6702422	nm6021585,nm6702422
6008446	tt4984726	nm2489474,nm6005953	nm7636607
6011224	tt4990838		nm1646328
6011229	tt4990848		nm7503344
6011463	tt4991366	nm1039663	nm3657321,nm0672477
6011606	tt4991702	nm7560856	nm7560865,nm7560856
6011680	tt4991910	nm2899643,nm0086414,nm1720551,nm0138034,nm1638108,nm0406976	nm3650771,nm0197960,nm4589525,nm5312291,nm1047324,nm2188444,nm6838316,nm1038803,nm0819590,nm4017399,nm1951688,nm0035768,nm1373191,nm0097909,nm9050355
6012649	tt4993964	nm1318381	nm0418621,nm0736676,nm1318381
6013328	tt4995510	nm5723767,nm3588588,nm7562909	nm5723767
6013536	tt4996022	nm1374706	nm1374706
6013839	tt4996690	nm3837416	nm7109493
6014067	tt4997196	nm0048040	nm0048040
6014111	tt4997310	nm4143166	nm4143166,nm7912931
6014529	tt4998212	nm0870699	nm1017487,nm0720009,nm8040404,nm5756680,nm5320965,nm6141634,nm2653236,nm2371148,nm5350406,nm0722582,nm0523094,nm5350669,nm8040403,nm1020904,nm0039101,nm0867012,nm1549096,nm1065184,nm0625554,nm0005110,nm4706355,nm6148234,nm1752187
6014555	tt4998276		nm0000116
6014719	tt4998640	nm1031732	nm1163546,nm0534352,nm0383591,nm1907420,nm2472522
6014743	tt4998698	nm1169531	nm1169531,nm1225956
6014867	tt4998954	nm0123273	nm0553104,nm0519550,nm5187619,nm3920289
6014992	tt4999228	nm0320987	nm0868219,nm2353561,nm1802517
6015019	tt4999290	nm1274203	nm0751714,nm1274203
6015649	tt5000604	nm0922115	
6015664	tt5000634	nm0908095	nm7571109,nm2204457,nm4259730
6015802	tt5000936	nm2992672	nm7566669,nm7566670
6015996	tt5001372	nm1086024	nm4287835
6016045	tt5001492	nm1071795	nm2173609,nm2901240,nm0263031,nm4189030,nm5948268
6016355	tt5002232		
6017162	tt5003980	nm0877427	nm0712444,nm1031878
6017826	tt5005486	nm0852416	
6017888	tt5005626	nm10588286	nm11737073
6018143	tt5006174		
6019160	tt5008344		
6019214	tt5008488	nm5696201	nm7572256,nm5696201,nm7572252
6019690	tt5009596	nm0385151	nm0069074,nm1453745,nm0082811
6020716	tt5011728	nm0062189	nm0062189
6021203	tt5012824	nm5735655	nm4382556,nm5735655
6022148	tt5015016		
6022224	tt5015180	nm1762961	nm0428319,nm1200650,nm0064773
6022262	tt5015274	nm0649866	nm1305391,nm3109021
6022682	tt5016204	nm5932235	nm5932235
6023055	tt5017028	nm3196709	nm7578810
6023127	tt5017220	nm1068982	nm1414815
6023326	tt5017672	nm0304091	nm5144372,nm1166844,nm0414423,nm2081303,nm3877887
6023396	tt5017840	nm1071795	nm2173609,nm4189030,nm5948268
6023413	tt5017890		nm1388555
6024403	tt5020034	nm0071066	nm2232232,nm0160636
6024585	tt5020476	nm0002132	nm5144372,nm2081303,nm0414423,nm3877887
6024692	tt5020708	nm1317917	nm1317917
6024865	tt5021082	nm1534595	nm1221047,nm1443502,nm1089569,nm1472589,nm5083564,nm1007602,nm0731168,nm4621803,nm1712583,nm0847822
6025040	tt5021486	nm3987336	nm3987336
6025050	tt5021510	nm0915400	nm0104973,nm0351929,nm0937725,nm1631709,nm0221949,nm0296286,nm0773697,nm1347561
6025056	tt5021526	nm1121649	nm1121649
6025058	tt5021530	nm1121649	nm1121649
6025059	tt5021532	nm1121649	nm1121649
6025062	tt5021538	nm3766090	nm3766090,nm3597657
6025547	tt5022644	nm1626856	nm0887279,nm0065405
6025571	tt5022702	nm1093039	nm1093039,nm2318089
6026028	tt5023666	nm0994244	nm0849094
6026056	tt5023724	nm0057106	nm1053841,nm0121331,nm0126290
6026452	tt5024620		nm1135149
6026524	tt5024784	nm2056100	nm1138629
6026541	tt5024820	nm0155641	nm0155641
6027963	tt5027982	nm1990454	
6028007	tt5028076	nm0180664	nm0768687
6028204	tt5028520	nm1295511	nm1480981
6028215	tt5028548		
6028411	tt5028992	nm10499080,nm3045431	nm0143801,nm8703415,nm1768343
6028452	tt5029078		
6028898	tt5030024	nm2275200	nm0026755,nm0027487,nm0766777,nm0333986
6028956	tt5030168	nm4327851	
6029019	tt5030300	nm0855613	nm0549256,nm0360453,nm0296466,nm1257567,nm4666520,nm0068624,nm3288955
6029384	tt5031108	nm4699374	nm4699374
6029444	tt5031234	nm0793455,nm0025978,nm0796864,nm0867127,nm0687096,nm0021592,nm0028542,nm1032600	nm0932078,nm1347561,nm7375907,nm0325494,nm0371051,nm0583292,nm4000822,nm0822748,nm1229072,nm3954015,nm1288966
6030169	tt5032818	nm1500124	nm1270308
6030333	tt5033184		
6030656	tt5033998	nm0006969	nm0006969,nm0818746,nm1430632,nm0324578,nm0730850
6030701	tt5034096	nm0625065	nm1541482,nm0338009,nm0588362,nm3287345,nm3257852,nm4104654,nm4484304
6030786	tt5034290		
6030789	tt5034296		
6030866	tt5034474	nm0001353	nm0001353,nm0357671
6031508	tt5035802	nm0557151	nm0557151
6031789	tt5036408	nm0013140	nm0383666,nm0731111
6032073	tt5037104	nm0583047	nm1238801,nm2036698,nm0941370,nm1790746,nm6270388
6032098	tt5037196	nm0889095	nm1492479,nm2952524
6032139	tt5037296	nm5319984	nm5319984,nm5897987
6032398	tt5037906	nm5373414	nm5512802,nm4183757,nm5049642,nm6461347
6032400	tt5037912	nm7594197	nm7594197
6032406	tt5037924	nm7594223	nm7594223
6032731	tt5038678	nm7575748,nm3070070,nm3875927,nm1646100,nm8454329,nm1060017,nm2483863,nm1403874,nm8071832,nm8108089,nm6525975,nm2555726,nm4095353,nm3130836	
6033064	tt5039420	nm0570995	nm0455207,nm0455080,nm1541762,nm3933675
6033073	tt5039440	nm1231253	nm0287182,nm1544976,nm5838621
6033151	tt5039640	nm3093080,nm2921007	nm2921007
6033381	tt5040158	nm0169712	nm0103702,nm0403804,nm4278387
6033546	tt5040506	nm1561194	nm2640385
6034513	tt5042620	nm7597866	nm7597872,nm7597869,nm7597870
6034562	tt5042730	nm3194696	nm3194696
6034619	tt5042910	nm0007096	nm0442035,nm0606594,nm0432612,nm2525820,nm4791529,nm5293106
6034694	tt5043096	nm0372437,nm3399528	nm3399528,nm0372437
6035111	tt5044050		nm0456158,nm0498278,nm0739661,nm0859471,nm1079460,nm0918083
6035308	tt5044510	nm3751684	nm1344238,nm3751684
6035699	tt5045384	nm0420870	
6035799	tt5045596		
6036413	tt5047090	nm4445821	nm4445821,nm4288867
6036538	tt5047386	nm0443885	nm3597988,nm2804570,nm0622257
6036632	tt5047616	nm0355192	nm0355192
6036948	tt5048342	nm4541465	nm4541465
6037101	tt5048686	nm2327863	
6037218	tt5048928	nm4824780	nm4824780
6037276	tt5049064		
6037385	tt5049304	nm1036127	nm1036127,nm7607717
6037863	tt5050424	nm1396996	nm1396996
6038119	tt5051008	nm1159727	nm1159727
6038136	tt5051042		
6038189	tt5051148	nm0607472	nm1584126,nm0607472,nm0748796,nm0913739,nm0455497
6038243	tt5051278	nm1256143	nm0203961,nm0000636
6038263	tt5051320	nm0101741	nm0687096,nm0429741,nm1953304,nm1951118,nm5745999
6038294	tt5051392	nm4512116	
6038447	tt5051728	nm5049656,nm0616261	nm4994640,nm4512494,nm6566179,nm5049656,nm0616261,nm3626920,nm5078007
6038488	tt5051818	nm3005544	nm3005544
6038539	tt5051936		nm0000116
6038775	tt5052460	nm0262210,nm0844896,nm1068186,nm0027413,nm1084723,nm0920001,nm0644397,nm0443181,nm0779830,nm0864268,nm0001513,nm0618779,nm0424800,nm0336241,nm0424594,nm0002749,nm0197700,nm0650304,nm0591994,nm0676671,nm0444709	nm0000108,nm0142615,nm0436543,nm2931346,nm2180899,nm4806809,nm6629803,nm0325494,nm1620014,nm1288966,nm2428846,nm0202997,nm0370325,nm3525268,nm1666018,nm0922388,nm0686388,nm3162291,nm4024003,nm1701420
6039011	tt5053024	nm7512242	nm7512242
6039142	tt5053312	nm0926215	nm0069074,nm1453745,nm0136333,nm0770886
6040626	tt5056454	nm5526683	nm5526683
6040752	tt5056720	nm3766090	nm3766090,nm3597657
6041230	tt5057746	nm4733676	nm4733676,nm4776899
6041578	tt5058538	nm0592808	nm0825774,nm3379982,nm3103945,nm1549312,nm1237416,nm0688943
6041580	tt5058542	nm0961594	nm0825774,nm0118938,nm3103945,nm3379982,nm1549312,nm1237416,nm0688943
6041608	tt5058602	nm0000739	nm0722274,nm2715597,nm1652155
6042121	tt5059724	nm0884218	nm1471491,nm1267367,nm3400157
6042515	tt5060574	nm0066534	nm0066534
6042604	tt5060766	nm1026856	nm6230910,nm3549573
6043580	tt5062980	nm7575748,nm4818212	
6044618	tt5065196	nm1730037	nm1730037,nm0127373,nm0302108,nm3496467
6044623	tt5065214	nm1730037	nm1089569,nm0127373,nm0302108,nm1730037,nm5926708
6044670	tt5065346	nm5256457	nm1051773,nm5256457
6044955	tt5065978		
6044958	tt5065986		
6044960	tt5065992		
6045229	tt5066598	nm3173877	nm3174595,nm3173877
6045309	tt5066798	nm0066580	nm1596916,nm3630307,nm2775153,nm1396743,nm1386838,nm0714893,nm1956710
6045450	tt5067106	nm1792056	
6045975	tt5068238	nm1841039	nm1841039
6045986	tt5068264	nm1841039	nm1841039
6046100	tt5068512	nm0876138	nm0876138
6046223	tt5068858		
6046484	tt5069512	nm1347153	nm1347153
6046516	tt5069590	nm2500900	
6047465	tt5071618	nm0876138	nm0876138
6047521	tt5071730		
6047523	tt5071734		
6047525	tt5071738		
6047688	tt5072094	nm0834378	nm0580519
6047996	tt5072812	nm6520166	nm7627989,nm6520166
6048062	tt5072954	nm7541803	nm7541803
6048064	tt5072958	nm1541007	nm1541007
6048391	tt5073762		
6049180	tt5075624	nm5996881	nm5996881,nm5996880,nm1894067
6049195	tt5075662	nm2235400	nm2235400,nm3618146
6049778	tt5077030	nm1358911	
6049781	tt5077036		
6049792	tt5077058		
6050575	tt5078852	nm2944468	nm2944468,nm1535453
6050640	tt5079014	nm5177002	nm5177002
6050706	tt5079164	nm4312297	nm5809373
6050976	tt5079764		nm4233343,nm7498661
6050987	tt5079788	nm3408764,nm0391905,nm0063279,nm0486010	nm4710432
6051024	tt5079866	nm7626260	nm7626262
6051375	tt5080662	nm3005544	nm3005544
6051572	tt5081104	nm1031768	
6051663	tt5081300	nm9278595,nm0613562,nm2559182	nm10506870,nm1890325,nm2804872,nm7584951
6051996	tt5082014	nm3964043	nm3964043,nm2634191
6052056	tt5082144	nm0856420	
6052296	tt5082670	nm1459601	nm7628634,nm6411762
6052569	tt5083274	nm0066584	nm1110140,nm3153645
6052883	tt5083966	nm0002892	nm0004715,nm1746309,nm0039101,nm3632835
6053016	tt5084260	nm1730037	nm0035488,nm1247855,nm1730037,nm1058228,nm1635415,nm4863839
6053064	tt5084366	nm3005544	nm3005544
6053683	tt5085734	nm0067090	nm0139461,nm0339264,nm0467942,nm0001299,nm1486706
6053719	tt5085832	nm1989497,nm3133137,nm7630668,nm2578816,nm2680602,nm3082451,nm2647268,nm1066132,nm3183938,nm4938006	nm7630668,nm2647268,nm3133137,nm1066132,nm7630669
6054002	tt5086494	nm0519456	nm1446102,nm1445475,nm0363326,nm1827938,nm2734198,nm3405369,nm1133404,nm0270718,nm1668855
6054139	tt5086834	nm0863876	
6054190	tt5086962	nm7631332	
6054258	tt5087120	nm3005544	nm3005544
6054260	tt5087124	nm3005544	nm3005544
6054265	tt5087136	nm3005544	nm3005544
6054267	tt5087140	nm3005544	nm3005544
6054269	tt5087144	nm3005544	nm3005544
6054354	tt5087380	nm1121649	nm1121649
6054355	tt5087382	nm1121649	nm1121649,nm3766090,nm3597657
6054361	tt5087396	nm3005544	nm3005544
6054363	tt5087400	nm3005544	nm3005544
6054366	tt5087406	nm3005544	nm3005544
6054531	tt5087808	nm0807932	nm0069074,nm1453745,nm1731256
6054579	tt5087910	nm3583561	nm3583561
6054790	tt5088344	nm0155117	nm0375140,nm0374694,nm2120345
6054791	tt5088346	nm1288766	nm0374694,nm0375140,nm0921521
6054979	tt5088760	nm3386933	
6055029	tt5088874		
6055324	tt5089556	nm7633075	nm7633074,nm7633071
6055479	tt5089894	nm0177512	nm0958499,nm0578856,nm0231929,nm2121117,nm2991438,nm0765083,nm4391309,nm4185153,nm4373506
6055801	tt5090666		
6055810	tt5090694	nm0653573	nm5525763
6055814	tt5090704	nm1991886	
6055905	tt5090914	nm3005544	nm3005544
6056310	tt5091820	nm0341112	nm3019055
6056318	tt5091836	nm4647260	nm4647260
6056327	tt5091856	nm3291338	nm2736817
6056366	tt5091936	nm2734276	nm2734276
6056839	tt5093026	nm1840064	nm3360706,nm0153508,nm0874308,nm0783913
6056944	tt5093260	nm7636936,nm1165976	
6056972	tt5093322	nm5578097	nm5578097
6057273	tt5093996	nm4261968	nm4261968
6057583	tt5094680	nm5404051	nm7638470,nm7287567,nm5404051
6057734	tt5095088	nm0394586	nm1356268,nm0330258,nm1362905,nm0450899,nm1474176,nm1785890
6057748	tt5095128	nm3005544	nm3005544
6058217	tt5096246	nm2251279	nm2938448,nm2251279,nm0938535
6058363	tt5096570	nm0314641	nm1809772,nm0448021,nm1772717
6058580	tt5097070	nm0134682	
6058774	tt5097496	nm3005544	nm3005544
6058896	tt5097772	nm2086067	nm1503359
6058973	tt5097954	nm4671160	nm6177822
6058994	tt5098004	nm0341112	nm3019055
6059537	tt5099212		nm2023084,nm6114460,nm0353902,nm1618279,nm8198836,nm1444883
6059712	tt5099572	nm0318795	nm0178381,nm0505622,nm0467193,nm1437177,nm1898703
6059964	tt5100126		nm1355087
6060350	tt5100986	nm1069989	nm0001140,nm1440919,nm7325142
6060446	tt5101192	nm0400071,nm1079062	nm0033520,nm0301788,nm1079062,nm2553218,nm1769951
6060521	tt5101394	nm4883624	nm1504888
6061680	tt5103918	nm3005544	nm3005544
6062040	tt5104678	nm2830769	nm0000636
6062157	tt5104924	nm0043335	nm0000636
6062176	tt5104968	nm0043335	nm0000636
6062250	tt5105124	nm1457361	nm0591673,nm2355510,nm0820905
6062475	tt5105636	nm4691462	
6062716	tt5106198	nm1643216	nm1643216
6062858	tt5106562	nm1017647	nm1017647,nm0202563,nm7216509
6063020	tt5106904	nm5829086	nm5829086
6064323	tt5109840	nm0732233	nm1127336,nm2955080,nm4582946
6064327	tt5109848	nm0864936	nm1127336,nm2144288,nm2337556,nm2955080,nm4582946
6064562	tt5110420	nm3151685	nm1152453
6064604	tt5110510	nm5742149	nm5742149
6064823	tt5110964	nm0141696	nm0178381,nm0505622,nm0467193,nm0395741
6064980	tt5111288	nm5373414	nm5512802,nm1577031,nm6461347,nm5859016
6065206	tt5111770		
6065702	tt5112932	nm5614101	nm5614101
6066287	tt5114270	nm1085757	nm1085757,nm0932302,nm0287265,nm0316581,nm0368579,nm2439129
6066436	tt5114586	nm2503466	nm3948190
6066556	tt5114850		
6066574	tt5114886		
6066625	tt5115000	nm0823814	nm0515941,nm0506160,nm0851234,nm4017620
6066648	tt5115056	nm0220408	nm0887279,nm2468218
6066654	tt5115070	nm1684756	
6066828	tt5115474	nm0544337,nm0280745,nm1746040	nm1626668,nm4544435,nm0553146,nm3422277
6067306	tt5116530	nm5731462	nm5731462
6067319	tt5116560	nm3526993	nm3526993
6067453	tt5116864	nm6790970	nm6790970
6068582	tt5119468	nm4564084	nm4564084
6068595	tt5119498	nm0000693	nm1602476,nm3489958
6068602	tt5119518		
6068788	tt5119914	nm7658058	nm7658059
6068809	tt5119958	nm0276317	nm0859432,nm0749461,nm6254905,nm0021615,nm2076074
6068819	tt5119980		
6068836	tt5120014	nm1339949	nm1113749,nm1484414,nm0818922
6069054	tt5120552		
6069078	tt5120604	nm5069154	nm5069154
6069602	tt5121714	nm7659188	nm7659190
6069689	tt5121896	nm4689260	nm4689260
6070902	tt5124556	nm0868857	nm2089382
6070996	tt5124774	nm3500171	
6071181	tt5125170	nm0887536	nm1039864,nm0887536
6071351	tt5125534	nm1941232,nm4327851,nm2133109	
6071761	tt5126480		
6071814	tt5126600		
6071973	tt5126964	nm0926215	nm0455207,nm0455080,nm2034294,nm3933675
6072318	tt5127756	nm2876822	nm2876822
6072369	tt5127870	nm3766090	nm3766090,nm3597657
6072395	tt5127934	nm0561879	nm1405911,nm0480932,nm0713014,nm1150938,nm0789041
6072655	tt5128532	nm7665730,nm7665729	nm7665730
6073169	tt5129682	nm0446539	nm0446539,nm8316217,nm8634455,nm7977497
6073225	tt5129818	nm0543882	nm0543882
6073710	tt5130908	nm6709005	nm4590704,nm7189152,nm6709005
6074294	tt5132264	nm0026075	nm0026075,nm2455425,nm0895168
6074437	tt5132608	nm0675894	nm0178381,nm0505622,nm0467193,nm0395741,nm8426950
6074472	tt5132682	nm0441899	nm1104057,nm1113953
6075031	tt5133950	nm7670848	nm7670848,nm1055781
6075475	tt5134958	nm0000739	nm0722274,nm0238035,nm1652155,nm2715597
6075540	tt5135108	nm6370474	nm6370474
6075590	tt5135218	nm3789822,nm4023702	nm3789822,nm4741660,nm4283770
6075692	tt5135454		nm3758935,nm2098823,nm0797520,nm4932106
6075754	tt5135618	nm7672672	nm7672672
6075920	tt5135996	nm5039337	nm5039337
6076407	tt5137082		
6076477	tt5137242	nm1271759	nm1271759
6076746	tt5137830	nm3575165,nm1818040	nm0201509,nm3023733,nm0569891,nm0752728
6076747	tt5137832	nm1818040,nm2626637	nm2107414,nm0201509,nm3023733,nm0569891,nm4739370,nm0752728,nm0914809
6076765	tt5137884	nm2424570	nm5775160
6077821	tt5140288	nm0773921	nm1104057,nm2421218
6077857	tt5140382	nm0864936	nm1871198,nm0205247,nm0625639,nm2207641
6078117	tt5141028	nm2380861	
6078187	tt5141174	nm2985037	nm7504802
6078814	tt5142610	nm6375069	
6079095	tt5143260	nm4647260	nm4647260
6079283	tt5143660	nm2736548	nm2736548,nm6127167
6079457	tt5144046	nm7680954	nm7680954
6079686	tt5144578	nm1627277	nm1593859,nm1627277
6080699	tt5146926	nm0245436	nm0455207,nm0455080,nm0072412,nm3933675
6080778	tt5147092	nm7647456,nm10461390	nm7336696,nm9577360,nm7647457,nm1350765,nm2969210
6081684	tt5149048	nm1018148	nm0861674,nm0148723,nm0897018,nm2479587
6082449	tt5150832	nm0523276	nm6219126,nm7048342,nm3898991,nm4332304,nm2255631
6082453	tt5150844	nm0523276	nm6219126,nm7048342,nm3898991,nm4332304,nm2255631
6082848	tt5151770	nm0327591	nm0120994,nm6027264,nm3066398,nm5177608,nm0856655
6083007	tt5152156	nm5824707	nm4989601
6083037	tt5152218		
6083052	tt5152248	nm3479180,nm3478470	nm3479180,nm3478470
6083281	tt5152812	nm2768373	nm2768373
6083312	tt5152882	nm0922899	nm2112361,nm1731797
6083318	tt5152894		
6083851	tt5154162	nm3296450	nm9062816
6083887	tt5154272		
6083888	tt5154274		
6083958	tt5154422	nm0961594	nm0591673,nm2355510,nm0535940
6084099	tt5154728	nm1118148,nm1344797	
6084188	tt5154932	nm2994316	nm3948497,nm7719279,nm0926056
6084274	tt5155126		nm0450477
6084373	tt5155354	nm0003588	nm0855111,nm2778574,nm0003588
6084713	tt5156130		
6084903	tt5156550	nm1503103	
6085192	tt5157216	nm0335138	
6085218	tt5157270		nm0365829
6085228	tt5157290	nm3205815,nm0413183	nm3205815,nm7692505,nm4411579
6085245	tt5157332	nm1395302	nm0146358
6085932	tt5158846	nm0326950,nm1526928,nm2274510	nm0422579,nm9813380,nm1002258
6086201	tt5159482	nm7699418	nm1889863
6086229	tt5159538	nm8708076	nm8708077
6086374	tt5159862	nm2503466	nm3948190
6086400	tt5159916	nm1743350,nm2726305	nm3151563
6087035	tt5161338		
6087169	tt5161640	nm4893028,nm5298237,nm3916936,nm4928968,nm5451533,nm2124848,nm2349949,nm7392285,nm5291262,nm8953526	nm2124848,nm4928968,nm5298237
6087222	tt5161762	nm2058608	nm7696167,nm7696168,nm2058608
6087480	tt5162344	nm0227781	nm0794914,nm0186505,nm0003662,nm2349385
6087723	tt5162870	nm0405025	nm0405025
6088323	tt5164196	nm0629334,nm0102434,nm0611983,nm0946475,nm0385151,nm0394032,nm1077920,nm0534850,nm1270350,nm0067090,nm0258128,nm0047458,nm0904169,nm0724757,nm0178944,nm1719186,nm1032600,nm0003802,nm0276317,nm0151540,nm0485637,nm0186728,nm1234893,nm0053434,nm0624423	nm0588936,nm3541890,nm5476520,nm3991504,nm2180899,nm8792233,nm0851391,nm2870984,nm0514735,nm0942753,nm1517674,nm1004604,nm1937188,nm0130172,nm2325207,nm0000948,nm1286496,nm1620014,nm0247475,nm2130654,nm1011977,nm0935834,nm2859316,nm0299236,nm0415070,nm0606313,nm6462218,nm4024003
6088449	tt5164466	nm3005544	nm3005544
6088493	tt5164562	nm5759075	nm5759075
6088881	tt5165398	nm0474955	nm0474955,nm2462768,nm4997894
6089662	tt5167094	nm0571739	nm1471491,nm2069906
6089698	tt5167170	nm1112199	nm1112199
6089721	tt5167222	nm1271771	nm1840907,nm1842551,nm1320186,nm4051075
6089980	tt5167754	nm3611742	nm7700721
6089993	tt5167782	nm0411037	nm0411037,nm2401263
6090069	tt5167934	nm3951225	nm3951225
6090486	tt5168864	nm0002580	nm0107402,nm2151667,nm0312565,nm3014529
6090843	tt5169678	nm7702433	nm7702433
6090903	tt5169826	nm6423484	nm6423484
6091088	tt5170230		nm0618680
6091163	tt5170394	nm0162238	
6091496	tt5171166	nm5095326,nm0323685	nm0323685,nm5865073
6092098	tt5172506	nm1779939	nm0855111,nm0782360,nm2778574,nm0003588
6092336	tt5173044		
6092577	tt5173574	nm5945492	nm5945492
6092642	tt5173718		
6092649	tt5173732		
6093088	tt5174710	nm6116926	
6093442	tt5175504	nm0429561	nm2243388
6093445	tt5175510	nm0429561	nm2243388
6093449	tt5175518	nm0429561	nm2243388
6093722	tt5176120	nm0504716	nm1053841,nm0121331,nm0874276
6094000	tt5176752	nm4712917	nm4712917,nm7663248,nm7016481,nm7663249,nm7663250
6094789	tt5178604	nm4488691,nm0601095,nm1168446	nm7837494,nm1839162,nm1522123,nm0377761
6094870	tt5178792	nm0143581	nm7710049,nm7710050
6095076	tt5179252	nm0439312	nm1462189,nm7710621,nm0439312
6095384	tt5179956	nm0702778	nm0691170,nm0702778
6095420	tt5180052	nm7711366	nm7711367
6096014	tt5181372	nm0474955	nm0466689,nm1064117,nm1273768
6096015	tt5181374	nm0188929	nm0466689,nm1273768
6096459	tt5182374	nm1117802	nm0769633,nm4627875,nm7583862
6096494	tt5182456	nm2410557	nm3292974
6097006	tt5183654	nm0109838	nm0109838,nm0351762,nm1107625
6097104	tt5183870	nm6746645	nm6746645,nm2059197
6097437	tt5184702	nm4821584	nm4821584,nm3485295
6097517	tt5184904	nm7194080	nm7194080,nm0111577
6097761	tt5185856	nm0939917	nm1845893,nm0348463,nm1038875,nm3309571
6098250	tt5186966	nm2965047	
6098252	tt5186980	nm2965047	
6098848	tt5188378	nm1734371	nm1596916,nm3630307,nm2775153,nm1396743,nm1386838,nm0714893
6099335	tt5189424	nm3195562	nm5386343
6099755	tt5190372		
6099758	tt5190378		
6099768	tt5190402		
6099775	tt5190418		
6099823	tt5190522	nm5206025	nm2354827,nm1210605,nm0478799,nm2956687
6099916	tt5190752	nm6266954	nm5475747
6100548	tt5192214	nm2009807	
6100554	tt5192226	nm2009807	
6101083	tt5193466	nm2213759	nm2213759
6101170	tt5193654	nm0590790,nm0240995	nm0819487,nm0583292
6101197	tt5193714	nm0118778	nm1545960,nm3890457
6101713	tt5194866	nm0844155,nm0063764,nm0053399,nm2327564,nm1792346	nm1590982,nm4916716,nm0224025,nm2957420,nm1831705,nm1852096,nm2267498,nm2805048,nm1760967,nm1761015,nm0784010
6101952	tt5195390	nm0994299	nm4511139
6102508	tt5196660	nm0673779	nm0673779,nm1874047
6102545	tt5196742	nm0930621	
6102761	tt5197250	nm3365497	nm7724480,nm7724475,nm3365497
6102780	tt5197290	nm0462277	nm1529941,nm3169287,nm2488633,nm2889385,nm3212385,nm5031662
6103018	tt5197820	nm0850102,nm0769157,nm1543846,nm0000594,nm0561978,nm0808995,nm0424035,nm0292468,nm0002749,nm0832369,nm0058164,nm0394012,nm0332405,nm0463320,nm1083540,nm0190597,nm0003941	nm2421483,nm0001438,nm0907896,nm0561978,nm1664748,nm2711077,nm5160625,nm0435215,nm4424820,nm2233057,nm0058164,nm7409444,nm9488645,nm0832660
6103023	tt5197830	nm1270350	nm1127336,nm2337556,nm2955080,nm4582946
6103024	tt5197832	nm0881038	nm1127336,nm2654194,nm2337556,nm2955080,nm4582946
6103360	tt5198620	nm3198812	nm3198812
6103404	tt5198722	nm0736200	nm0549256,nm0935834,nm0296466,nm1257567,nm4666520,nm3288955
6103477	tt5198910	nm9523939	nm0216016
6103622	tt5199216	nm0929360	nm2775947
6104020	tt5200074		nm0602922
6104106	tt5200282		
6104933	tt5202118	nm0916645	nm0916645
6105594	tt5203582	nm0468066	nm0107402,nm1640495,nm3014529
6106342	tt5205230	nm7268237	nm7268237
6106665	tt5205996	nm2748883	nm2748883
6107259	tt5207342	nm5385929	nm3419168,nm3435076
6107307	tt5207444		
6107439	tt5207722	nm0630524	nm0001104,nm3079117,nm3877885,nm1891501,nm0619408
6107441	tt5207726	nm0726975	nm0001104,nm3079117,nm3877885,nm1891501,nm1764891
6107601	tt5208104	nm5476062	nm7452299,nm5476062
